city,state,latitude,longitude,YearMonth,Monthly_Avg_Temp
Chicago,Illinois,41.8781136,-87.6297982,2020-01-01,30.799999999999997
Chicago,Illinois,41.8781136,-87.6297982,2020-02-01,28.103448275862068
Chicago,Illinois,41.8781136,-87.6297982,2020-03-01,39.54516129032258
Chicago,Illinois,41.8781136,-87.6297982,2020-04-01,44.51
Chicago,Illinois,41.8781136,-87.6297982,2020-05-01,55.541935483870965
Chicago,Illinois,41.8781136,-87.6297982,2020-06-01,70.20333333333333
Chicago,Illinois,41.8781136,-87.6297982,2020-07-01,76.25161290322582
Chicago,Illinois,41.8781136,-87.6297982,2020-08-01,73.80322580645162
Chicago,Illinois,41.8781136,-87.6297982,2020-09-01,65.32666666666667
Chicago,Illinois,41.8781136,-87.6297982,2020-10-01,50.78387096774193
Chicago,Illinois,41.8781136,-87.6297982,2020-11-01,46.20666666666667
Chicago,Illinois,41.8781136,-87.6297982,2020-12-01,32.42903225806452
Chicago,Illinois,41.8781136,-87.6297982,2021-01-01,28.81935483870968
Chicago,Illinois,41.8781136,-87.6297982,2021-02-01,19.185714285714287
Chicago,Illinois,41.8781136,-87.6297982,2021-03-01,41.62580645161291
Chicago,Illinois,41.8781136,-87.6297982,2021-04-01,49.526666666666664
Chicago,Illinois,41.8781136,-87.6297982,2021-05-01,58.58064516129032
Chicago,Illinois,41.8781136,-87.6297982,2021-06-01,72.25666666666666
Chicago,Illinois,41.8781136,-87.6297982,2021-07-01,72.8967741935484
Chicago,Illinois,41.8781136,-87.6297982,2021-08-01,75.4
Chicago,Illinois,41.8781136,-87.6297982,2021-09-01,69.39666666666668
Chicago,Illinois,41.8781136,-87.6297982,2021-10-01,59.36774193548387
Chicago,Illinois,41.8781136,-87.6297982,2021-11-01,39.693333333333335
Chicago,Illinois,41.8781136,-87.6297982,2021-12-01,37.16451612903226
Chicago,Illinois,41.8781136,-87.6297982,2022-01-01,19.799999999999997
Chicago,Illinois,41.8781136,-87.6297982,2022-02-01,25.967857142857145
Chicago,Illinois,41.8781136,-87.6297982,2022-03-01,38.03225806451613
Chicago,Illinois,41.8781136,-87.6297982,2022-04-01,45.79
Chicago,Illinois,41.8781136,-87.6297982,2022-05-01,60.65806451612904
Chicago,Illinois,41.8781136,-87.6297982,2022-06-01,71.00333333333333
Chicago,Illinois,41.8781136,-87.6297982,2022-07-01,73.78387096774195
Chicago,Illinois,41.8781136,-87.6297982,2022-08-01,72.57741935483871
Chicago,Illinois,41.8781136,-87.6297982,2022-09-01,66.62333333333333
Chicago,Illinois,41.8781136,-87.6297982,2022-10-01,53.07096774193548
Chicago,Illinois,41.8781136,-87.6297982,2022-11-01,42.406666666666666
Chicago,Illinois,41.8781136,-87.6297982,2022-12-01,29.448387096774194
Chicago,Illinois,41.8781136,-87.6297982,2023-01-01,31.648387096774194
Chicago,Illinois,41.8781136,-87.6297982,2023-02-01,32.68571428571429
Chicago,Illinois,41.8781136,-87.6297982,2023-03-01,36.5
Chicago,Illinois,41.8781136,-87.6297982,2023-04-01,49.44666666666667
Chicago,Illinois,41.8781136,-87.6297982,2023-05-01,57.096774193548384
Chicago,Illinois,41.8781136,-87.6297982,2023-06-01,66.97666666666666
Chicago,Illinois,41.8781136,-87.6297982,2023-07-01,71.98709677419355
Chicago,Illinois,41.8781136,-87.6297982,2023-08-01,71.57096774193548
Chicago,Illinois,41.8781136,-87.6297982,2023-09-01,67.05333333333333
Chicago,Illinois,41.8781136,-87.6297982,2023-10-01,55.099999999999994
Chicago,Illinois,41.8781136,-87.6297982,2023-11-01,41.57
Chicago,Illinois,41.8781136,-87.6297982,2023-12-01,38.13225806451613
Chicago,Illinois,41.8781136,-87.6297982,2024-01-01,25.467741935483872
Chicago,Illinois,41.8781136,-87.6297982,2024-02-01,36.37241379310345
Chicago,Illinois,41.8781136,-87.6297982,2024-03-01,41.47096774193548
Chicago,Illinois,41.8781136,-87.6297982,2024-04-01,50.35666666666667
Chicago,Illinois,41.8781136,-87.6297982,2024-05-01,61.599999999999994
Chicago,Illinois,41.8781136,-87.6297982,2024-06-01,72.39333333333335
Chicago,Illinois,41.8781136,-87.6297982,2024-07-01,72.59677419354838
Chicago,Illinois,41.8781136,-87.6297982,2024-08-01,73.17096774193548
Chicago,Illinois,41.8781136,-87.6297982,2024-09-01,68.82333333333332
Chicago,Illinois,41.8781136,-87.6297982,2024-10-01,58.34838709677419
Chicago,Illinois,41.8781136,-87.6297982,2024-11-01,46.083333333333336
Chicago,Illinois,41.8781136,-87.6297982,2024-12-01,31.838709677419356
Chicago,Illinois,41.8781136,-87.6297982,2025-01-01,22.29032258064516
Chicago,Illinois,41.8781136,-87.6297982,2025-02-01,26.099999999999998
Chicago,Illinois,41.8781136,-87.6297982,2025-03-01,42.9483870967742
Chicago,Illinois,41.8781136,-87.6297982,2025-04-01,49.336666666666666
Chicago,Illinois,41.8781136,-87.6297982,2025-05-01,55.49677419354839
Chicago,Illinois,41.8781136,-87.6297982,2025-06-01,71.57333333333332
Chicago,Illinois,41.8781136,-87.6297982,2025-07-01,76.30645161290323
Chicago,Illinois,41.8781136,-87.6297982,2025-08-01,72.68064516129031
Chicago,Illinois,41.8781136,-87.6297982,2025-09-01,67.51
Chicago,Illinois,41.8781136,-87.6297982,2025-10-01,57.71290322580645
Chicago,Illinois,41.8781136,-87.6297982,2025-11-01,42.443333333333335
Chicago,Illinois,41.8781136,-87.6297982,2025-12-01,27.329032258064515
Chicago,Illinois,41.8781136,-87.6297982,2026-01-01,21.45483870967742
Chicago,Illinois,41.8781136,-87.6297982,2026-02-01,32.285714285714285
Chicago,Illinois,41.8781136,-87.6297982,2026-03-01,42.196774193548386
Houston,Texas,29.7604267,-95.3698028,2016-01-01,52.0258064516129
Houston,Texas,29.7604267,-95.3698028,2016-02-01,58.251724137931035
Houston,Texas,29.7604267,-95.3698028,2016-03-01,65.5225806451613
Houston,Texas,29.7604267,-95.3698028,2016-04-01,69.70333333333333
Houston,Texas,29.7604267,-95.3698028,2016-05-01,74.27741935483871
Houston,Texas,29.7604267,-95.3698028,2016-06-01,79.77666666666667
Houston,Texas,29.7604267,-95.3698028,2016-07-01,84.00322580645161
Houston,Texas,29.7604267,-95.3698028,2016-08-01,82.12258064516129
Houston,Texas,29.7604267,-95.3698028,2016-09-01,79.77
