ZIP,raw_incident_count,active_agencies,incidents_per_agency,YEAR
16353,184,1,184.0,2021
16365,1472,1,1472.0,2021
16501,793,1,793.0,2021
16514,3202,1,3202.0,2021
16648,668,1,668.0,2021
16652,1033,1,1033.0,2021
16678,50,1,50.0,2021
16735,489,1,489.0,2021
16866,1275,1,1275.0,2021
16881,1197,1,1197.0,2021
16915,1997,1,1997.0,2021
16933,566,1,566.0,2021
17010,10,1,10.0,2021
17011,100,1,100.0,2021
17013,3295,3,1098.3333333333333,2021
17023,2476,1,2476.0,2021
17025,350,1,350.0,2021
17033,139,1,139.0,2021
17038,1191,1,1191.0,2021
17043,243,1,243.0,2021
17050,941,2,470.5,2021
17055,478,1,478.0,2021
17070,168,1,168.0,2021
17074,1412,1,1412.0,2021
17078,120,1,120.0,2021
17099,357,1,357.0,2021
17103,136,1,136.0,2021
17201,2285,2,1142.5,2021
17225,31,1,31.0,2021
17233,486,1,486.0,2021
17236,16,1,16.0,2021
17241,11,1,11.0,2021
17257,173,1,173.0,2021
17268,940,2,470.0,2021
17307,22,1,22.0,2021
17320,102,2,51.0,2021
17325,1354,1,1354.0,2021
17519,127,1,127.0,2021
17604,1644,1,1644.0,2021
17751,522,1,522.0,2021
17754,1461,1,1461.0,2021
17815,377,1,377.0,2021
17844,13,1,13.0,2021
17847,892,2,446.0,2021
17870,1853,2,926.5,2021
17901,730,1,730.0,2021
18031,2157,1,2157.0,2021
18040,1189,1,1189.0,2021
18202,1736,1,1736.0,2021
18370,3121,1,3121.0,2021
18420,340,1,340.0,2021
18431,3386,1,3386.0,2021
18503,3275,1,3275.0,2021
18512,581,1,581.0,2021
18626,1006,1,1006.0,2021
18657,1851,1,1851.0,2021
18661,949,1,949.0,2021
18834,714,1,714.0,2021
18848,1118,1,1118.0,2021
18944,1024,1,1024.0,2021
19063,1758,1,1758.0,2021
19131,1046,1,1046.0,2021
19136,95891,1,95891.0,2021
19320,3028,1,3028.0,2021
19473,1591,1,1591.0,2021
19611,1854,1,1854.0,2021
19702,8065,1,8065.0,2021
19706,103,1,103.0,2021
19709,1114,1,1114.0,2021
19715,1634,1,1634.0,2021
19716,243,1,243.0,2021
19720,11924,3,3974.6666666666665,2021
19801,6954,2,3477.0,2021
19804,161,1,161.0,2021
19805,292,1,292.0,2021
19901,129,2,64.5,2021
19903,403,3,134.33333333333334,2021
19904,7165,3,2388.3333333333335,2021
19930,133,2,66.5,2021
19933,135,1,135.0,2021
19934,427,2,213.5,2021
19936,113,1,113.0,2021
19938,136,1,136.0,2021
19939,69,1,69.0,2021
19940,103,1,103.0,2021
19941,30,1,30.0,2021
19943,48,1,48.0,2021
19944,34,1,34.0,2021
19945,31,1,31.0,2021
19946,8,1,8.0,2021
19947,743,1,743.0,2021
19950,35,1,35.0,2021
19952,289,1,289.0,2021
19955,3,1,3.0,2021
19956,548,1,548.0,2021
19958,7219,2,3609.5,2021
19963,1365,1,1365.0,2021
19966,579,1,579.0,2021
19968,154,1,154.0,2021
19970,55,1,55.0,2021
19971,426,2,213.0,2021
19973,1269,2,634.5,2021
19975,187,1,187.0,2021
19977,1056,1,1056.0,2021
20001,31122,2,15561.0,2021
20110,2162,1,2162.0,2021
20111,503,1,503.0,2021
20112,13,1,13.0,2021
20118,15,1,15.0,2021
20132,141,1,141.0,2021
20169,16,1,16.0,2021
20172,792,1,792.0,2021
20175,6482,2,3241.0,2021
20176,1821,1,1821.0,2021
20186,1732,4,433.0,2021
20650,3897,1,3897.0,2021
20715,1285,1,1285.0,2021
20763,1264,1,1264.0,2021
20785,19100,1,19100.0,2021
20850,25440,1,25440.0,2021
21043,3,1,3.0,2021
21074,81,1,81.0,2021
21201,551,1,551.0,2021
21211,22459,2,11229.5,2021
21222,798,1,798.0,2021
21250,43,1,43.0,2021
21286,39191,1,39191.0,2021
21401,314,1,314.0,2021
21501,2067,1,2067.0,2021
21502,399,1,399.0,2021
21532,116,2,58.0,2021
21550,469,2,234.5,2021
21601,1373,2,686.5,2021
21629,197,1,197.0,2021
21663,36,1,36.0,2021
21713,31,1,31.0,2021
21740,3807,2,1903.5,2021
21742,3,1,3.0,2021
21750,50,1,50.0,2021
21784,62,1,62.0,2021
21873,23,1,23.0,2021
22003,16,1,16.0,2021
22026,113,1,113.0,2021
22030,30964,4,7741.0,2021
22046,395,2,197.5,2021
22110,158,2,79.0,2021
22125,7,1,7.0,2021
22180,333,1,333.0,2021
22192,14105,1,14105.0,2021
22201,7401,1,7401.0,2021
22202,1232,1,1232.0,2021
22204,467,3,155.66666666666666,2021
22314,6239,1,6239.0,2021
22401,2688,3,896.0,2021
22408,147,2,73.5,2021
22427,717,4,179.25,2021
22443,112,1,112.0,2021
22473,183,1,183.0,2021
22482,49,1,49.0,2021
22485,800,1,800.0,2021
22503,231,1,231.0,2021
22520,359,1,359.0,2021
22553,2194,1,2194.0,2021
22555,4708,1,4708.0,2021
22560,230,2,115.0,2021
22572,140,6,23.333333333333332,2021
22601,1780,1,1780.0,2021
22602,3226,4,806.5,2021
22611,308,2,154.0,2021
22630,1573,2,786.5,2021
22645,34,1,34.0,2021
22655,203,2,101.5,2021
22657,237,1,237.0,2021
22664,966,2,483.0,2021
22701,1496,5,299.2,2021
22727,277,1,277.0,2021
22747,144,1,144.0,2021
22801,1617,3,539.0,2021
22802,2054,1,2054.0,2021
22807,203,1,203.0,2021
22812,60,1,60.0,2021
22815,66,1,66.0,2021
22821,65,1,65.0,2021
22827,57,1,57.0,2021
22835,886,4,221.5,2021
22842,79,1,79.0,2021
22844,53,1,53.0,2021
22849,36,1,36.0,2021
22851,60,1,60.0,2021
22853,53,1,53.0,2021
22901,15,1,15.0,2021
22902,6090,2,3045.0,2021
22903,556,4,139.0,2021
22942,58,1,58.0,2021
22949,536,1,536.0,2021
22960,694,2,347.0,2021
22963,495,1,495.0,2021
22973,541,1,541.0,2021
22980,1024,2,512.0,2021
23002,437,1,437.0,2021
23005,622,2,311.0,2021
23030,93,1,93.0,2021
23040,103,1,103.0,2021
23061,1250,4,312.5,2021
23063,608,1,608.0,2021
23069,2906,1,2906.0,2021
23085,131,1,131.0,2021
23086,281,1,281.0,2021
23093,829,2,414.5,2021
23109,142,1,142.0,2021
23117,34,2,17.0,2021
23124,697,1,697.0,2021
23139,801,4,200.25,2021
23149,222,1,222.0,2021
23173,47,1,47.0,2021
23181,146,5,29.2,2021
23185,641,2,320.5,2021
23187,2440,5,488.0,2021
23218,72,1,72.0,2021
23219,77,1,77.0,2021
23220,14055,1,14055.0,2021
23223,339,2,169.5,2021
23230,258,1,258.0,2021
23250,71,1,71.0,2021
23261,477,3,159.0,2021
23273,14099,1,14099.0,2021
23284,763,1,763.0,2021
23285,3,1,3.0,2021
23301,809,1,809.0,2021
23310,17,1,17.0,2021
23320,248,3,82.66666666666667,2021
23322,12019,1,12019.0,2021
23336,75,1,75.0,2021
23347,167,2,83.5,2021
23350,101,1,101.0,2021
23397,716,1,716.0,2021
23410,101,1,101.0,2021
23417,81,1,81.0,2021
23418,33,1,33.0,2021
23421,4,1,4.0,2021
23430,297,1,297.0,2021
23434,5064,1,5064.0,2021
23456,17949,1,17949.0,2021
23487,88,1,88.0,2021
23504,94,1,94.0,2021
23505,16,1,16.0,2021
23506,314,2,157.0,2021
23507,50,1,50.0,2021
23508,321,1,321.0,2021
23510,16506,1,16506.0,2021
23518,106,1,106.0,2021
23605,9946,1,9946.0,2021
23606,136,1,136.0,2021
23607,3,1,3.0,2021
23662,333,1,333.0,2021
23666,223,2,111.5,2021
23669,8365,2,4182.5,2021
23690,2121,1,2121.0,2021
23704,7802,1,7802.0,2021
23803,1741,2,870.5,2021
23805,8,1,8.0,2021
23806,98,1,98.0,2021
23824,208,1,208.0,2021
23832,14193,1,14193.0,2021
23834,1493,2,746.5,2021
23837,490,3,163.33333333333334,2021
23841,604,1,604.0,2021
23847,775,5,155.0,2021
23851,814,2,407.0,2021
23860,1344,2,672.0,2021
23868,300,2,150.0,2021
23875,1252,1,1252.0,2021
23883,87,1,87.0,2021
23884,225,1,225.0,2021
23885,66,3,22.0,2021
23890,28,3,9.333333333333334,2021
23901,620,2,310.0,2021
23909,60,1,60.0,2021
23917,378,1,378.0,2021
23921,427,4,106.75,2021
23922,3,1,3.0,2021
23923,298,1,298.0,2021
23924,58,1,58.0,2021
23927,24,1,24.0,2021
23930,105,1,105.0,2021
23944,36,1,36.0,2021
23950,2,1,2.0,2021
23952,122,1,122.0,2021
23955,198,1,198.0,2021
23970,415,3,138.33333333333334,2021
23974,16,1,16.0,2021
00024,12,1,12.0,2021
24015,1,1,1.0,2021
24016,9350,1,9350.0,2021
24019,3254,1,3254.0,2021
24060,901,1,901.0,2021
24061,686,1,686.0,2021
24073,2467,2,1233.5,2021
24084,212,3,70.66666666666667,2021
24090,803,1,803.0,2021
24091,291,1,291.0,2021
24093,3,1,3.0,2021
24112,2685,3,895.0,2021
24115,136,2,68.0,2021
24124,18,1,18.0,2021
24127,92,1,92.0,2021
24134,325,2,162.5,2021
24136,20,1,20.0,2021
24141,735,2,367.5,2021
24142,252,1,252.0,2021
24147,33,1,33.0,2021
24151,1992,2,996.0,2021
24153,1453,7,207.57142857142858,2021
24171,583,1,583.0,2021
24179,450,1,450.0,2021
24201,1084,3,361.3333333333333,2021
24210,389,2,194.5,2021
24212,1403,1,1403.0,2021
24219,184,1,184.0,2021
24228,270,2,135.0,2021
24230,68,1,68.0,2021
24236,62,1,62.0,2021
24251,834,2,417.0,2021
24256,18,1,18.0,2021
24260,17,1,17.0,2021
24263,613,2,306.5,2021
24266,674,2,337.0,2021
24273,343,1,343.0,2021
24277,111,1,111.0,2021
24279,2,1,2.0,2021
24283,40,1,40.0,2021
24290,18,1,18.0,2021
24293,1153,6,192.16666666666666,2021
24301,1906,2,953.0,2021
24315,67,1,67.0,2021
24319,59,1,59.0,2021
24333,677,4,169.25,2021
24340,32,1,32.0,2021
24343,708,2,354.0,2021
24348,458,2,229.0,2021
24354,730,2,365.0,2021
24368,8,1,8.0,2021
24370,44,1,44.0,2021
24382,1040,5,208.0,2021
24401,1526,2,763.0,2021
24402,149,1,149.0,2021
24416,147,2,73.5,2021
24422,187,4,46.75,2021
24426,536,3,178.66666666666666,2021
24441,53,1,53.0,2021
24450,737,3,245.66666666666666,2021
24465,50,1,50.0,2021
24482,1935,1,1935.0,2021
24484,49,1,49.0,2021
24502,125,2,62.5,2021
24505,4669,2,2334.5,2021
24517,152,1,152.0,2021
24521,802,2,401.0,2021
24522,314,3,104.66666666666667,2021
24523,1677,4,419.25,2021
24528,36,1,36.0,2021
24531,902,1,902.0,2021
24541,108,1,108.0,2021
24543,3489,2,1744.5,2021
24555,3,1,3.0,2021
24557,10,1,10.0,2021
24558,569,4,142.25,2021
24563,27,1,27.0,2021
24578,161,3,53.666666666666664,2021
24588,1477,1,1477.0,2021
24592,471,1,471.0,2021
24605,499,1,499.0,2021
24609,19,1,19.0,2021
24614,759,2,379.5,2021
24635,3,1,3.0,2021
24637,174,2,87.0,2021
24641,255,1,255.0,2021
24651,957,2,478.5,2021
24656,119,2,59.5,2021
24701,385,2,192.5,2021
24740,1202,3,400.6666666666667,2021
24801,323,2,161.5,2021
24849,64,1,64.0,2021
24874,249,2,124.5,2021
24901,478,4,119.5,2021
24910,118,1,118.0,2021
24924,143,1,143.0,2021
24954,116,1,116.0,2021
24970,19,1,19.0,2021
24983,158,2,79.0,2021
24986,16,1,16.0,2021
25015,181,1,181.0,2021
25043,138,1,138.0,2021
25053,261,1,261.0,2021
25064,564,1,564.0,2021
25085,18,1,18.0,2021
25112,13,1,13.0,2021
25130,244,2,122.0,2021
25143,396,2,198.0,2021
25177,668,1,668.0,2021
25209,47,1,47.0,2021
25213,531,3,177.0,2021
25260,15,1,15.0,2021
25271,220,3,73.33333333333333,2021
25276,306,3,102.0,2021
25287,118,1,118.0,2021
25301,3376,15,225.06666666666666,2021
25303,1098,1,1098.0,2021
25305,34,1,34.0,2021
25309,669,2,334.5,2021
25315,48,1,48.0,2021
25325,19,1,19.0,2021
25330,4431,2,2215.5,2021
25401,2746,3,915.3333333333334,2021
25402,230,1,230.0,2021
25411,186,2,93.0,2021
25414,245,1,245.0,2021
25430,759,2,379.5,2021
25443,30,2,15.0,2021
25504,115,1,115.0,2021
25507,74,1,74.0,2021
25508,121,1,121.0,2021
25523,306,2,153.0,2021
25530,169,1,169.0,2021
25541,19,1,19.0,2021
25550,309,2,154.5,2021
25570,366,1,366.0,2021
25601,618,3,206.0,2021
25621,12,1,12.0,2021
25661,282,3,94.0,2021
25701,3551,1,3551.0,2021
25705,501,1,501.0,2021
25721,924,1,924.0,2021
25755,114,1,114.0,2021
25801,4209,4,1052.25,2021
25812,1,1,1.0,2021
25840,618,2,309.0,2021
25880,5,1,5.0,2021
25882,84,1,84.0,2021
25901,242,2,121.0,2021
25951,215,3,71.66666666666667,2021
25962,127,1,127.0,2021
26003,2044,6,340.6666666666667,2021
26031,5,1,5.0,2021
26033,23,1,23.0,2021
26034,13,1,13.0,2021
26037,34,1,34.0,2021
26038,55,1,55.0,2021
26041,711,3,237.0,2021
26047,125,2,62.5,2021
26062,324,2,162.0,2021
26070,129,3,43.0,2021
26101,691,4,172.75,2021
26102,2407,1,2407.0,2021
26104,170,1,170.0,2021
26105,666,1,666.0,2021
26143,42,1,42.0,2021
26147,146,3,48.666666666666664,2021
26149,91,1,91.0,2021
26155,168,3,56.0,2021
26164,70,1,70.0,2021
26170,40,3,13.333333333333334,2021
26187,33,1,33.0,2021
26201,393,3,131.0,2021
26241,464,2,232.0,2021
26261,52,1,52.0,2021
26266,135,1,135.0,2021
26287,43,1,43.0,2021
26288,27,1,27.0,2021
26301,1658,2,829.0,2021
26330,644,2,322.0,2021
26351,126,2,63.0,2021
26354,161,2,80.5,2021
26362,164,2,82.0,2021
26415,73,1,73.0,2021
26416,227,3,75.66666666666667,2021
26452,322,3,107.33333333333333,2021
26456,112,1,112.0,2021
26505,2637,3,879.0,2021
26506,457,1,457.0,2021
26525,1,1,1.0,2021
26534,424,1,424.0,2021
26537,517,2,258.5,2021
26554,1484,5,296.8,2021
26555,697,1,697.0,2021
26571,31,10,3.1,2021
26601,226,2,113.0,2021
26651,586,4,146.5,2021
26726,541,3,180.33333333333334,2021
26757,317,10,31.7,2021
26807,62,1,62.0,2021
26836,546,3,182.0,2021
26847,32,1,32.0,2021
27011,29,1,29.0,2021
27013,21,1,21.0,2021
27014,42,1,42.0,2021
27017,1271,2,635.5,2021
27021,522,1,522.0,2021
27025,183,1,183.0,2021
27027,244,1,244.0,2021
27030,622,1,622.0,2021
27048,74,1,74.0,2021
27055,1188,2,594.0,2021
27101,4702,1,4702.0,2021
27102,28347,1,28347.0,2021
27117,42,1,42.0,2021
27203,2264,1,2264.0,2021
27205,1859,1,1859.0,2021
27209,280,1,280.0,2021
27214,2,1,2.0,2021
27216,5840,1,5840.0,2021
27229,14,1,14.0,2021
27244,143,1,143.0,2021
27249,249,1,249.0,2021
27253,3638,2,1819.0,2021
27258,124,1,124.0,2021
27260,6876,1,6876.0,2021
27263,440,1,440.0,2021
27278,2038,2,1019.0,2021
27285,1973,1,1973.0,2021
27288,1629,1,1629.0,2021
27292,1781,1,1781.0,2021
27293,2168,1,2168.0,2021
27302,1186,1,1186.0,2021
27306,107,1,107.0,2021
27312,1469,2,734.5,2021
27316,111,1,111.0,2021
27317,253,1,253.0,2021
27320,1530,1,1530.0,2021
27325,120,1,120.0,2021
27330,382,1,382.0,2021
27331,1715,1,1715.0,2021
27344,581,1,581.0,2021
27356,47,1,47.0,2021
27361,1441,1,1441.0,2021
27371,924,2,462.0,2021
27375,1131,1,1131.0,2021
27379,223,1,223.0,2021
27402,28742,3,9580.666666666666,2021
27411,164,1,164.0,2021
27501,180,1,180.0,2021
27502,1630,1,1630.0,2021
27504,438,1,438.0,2021
27505,51,1,51.0,2021
27508,17,1,17.0,2021
27509,459,1,459.0,2021
27510,988,1,988.0,2021
27512,3693,1,3693.0,2021
27514,2580,2,1290.0,2021
27520,1198,1,1198.0,2021
27521,148,1,148.0,2021
27522,162,1,162.0,2021
27523,45,1,45.0,2021
27524,94,1,94.0,2021
27525,113,1,113.0,2021
27526,755,1,755.0,2021
27529,2003,1,2003.0,2021
27533,5671,2,2835.5,2021
27536,3049,2,1524.5,2021
27537,5,1,5.0,2021
27540,1171,1,1171.0,2021
27545,1015,1,1015.0,2021
27546,3497,3,1165.6666666666667,2021
27549,2130,2,1065.0,2021
27557,13,1,13.0,2021
27560,832,1,832.0,2021
27565,1499,2,749.5,2021
27568,36,1,36.0,2021
27569,15,1,15.0,2021
27571,168,1,168.0,2021
27573,1698,2,849.0,2021
27576,399,1,399.0,2021
27577,4769,2,2384.5,2021
27587,1474,1,1474.0,2021
27589,600,2,300.0,2021
27591,246,1,246.0,2021
27596,56,1,56.0,2021
27597,623,1,623.0,2021
27599,335,1,335.0,2021
27602,29572,2,14786.0,2021
27603,96,1,96.0,2021
27623,358,1,358.0,2021
27695,428,1,428.0,2021
27699,14,1,14.0,2021
27701,19220,1,19220.0,2021
27702,1474,1,1474.0,2021
27705,11,1,11.0,2021
27707,234,1,234.0,2021
27802,3039,1,3039.0,2021
27807,1,1,1.0,2021
27810,69,1,69.0,2021
27817,54,1,54.0,2021
27823,182,1,182.0,2021
27828,310,1,310.0,2021
27835,8383,2,4191.5,2021
27839,915,1,915.0,2021
27855,120,1,120.0,2021
27856,949,2,474.5,2021
27858,301,1,301.0,2021
27870,1207,1,1207.0,2021
27871,45,1,45.0,2021
27874,121,1,121.0,2021
27878,94,1,94.0,2021
27883,37,1,37.0,2021
27886,543,1,543.0,2021
27889,873,1,873.0,2021
27890,120,1,120.0,2021
27892,1251,2,625.5,2021
27894,3725,2,1862.5,2021
27897,21,1,21.0,2021
27907,1754,2,877.0,2021
27909,46,1,46.0,2021
27910,378,1,378.0,2021
27921,278,1,278.0,2021
27925,193,1,193.0,2021
27932,372,2,186.0,2021
27938,177,1,177.0,2021
27944,287,1,287.0,2021
27948,651,1,651.0,2021
27949,339,3,113.0,2021
27954,1024,2,512.0,2021
27956,1234,1,1234.0,2021
27959,276,2,138.0,2021
27962,419,2,209.5,2021
27983,486,2,243.0,2021
27986,276,1,276.0,2021
28001,815,1,815.0,2021
28002,1562,1,1562.0,2021
28012,1020,1,1020.0,2021
28016,258,1,258.0,2021
28021,388,1,388.0,2021
28023,116,1,116.0,2021
28026,4022,2,2011.0,2021
28031,833,1,833.0,2021
28032,109,1,109.0,2021
28034,393,1,393.0,2021
28036,207,1,207.0,2021
28039,44,1,44.0,2021
28043,914,1,914.0,2021
28053,9246,3,3082.0,2021
28054,141,1,141.0,2021
28070,1878,1,1878.0,2021
28072,125,1,125.0,2021
28081,2539,1,2539.0,2021
28086,682,2,341.0,2021
28093,3653,2,1826.5,2021
28098,143,1,143.0,2021
28103,170,1,170.0,2021
28105,1689,1,1689.0,2021
28106,422,1,422.0,2021
28111,3656,1,3656.0,2021
28112,4125,1,4125.0,2021
28115,2820,1,2820.0,2021
28120,553,1,553.0,2021
28134,1822,1,1822.0,2021
28138,63,1,63.0,2021
28139,997,2,498.5,2021
28144,2352,1,2352.0,2021
28145,2507,1,2507.0,2021
28151,3146,2,1573.0,2021
28159,166,1,166.0,2021
28166,191,2,95.5,2021
28170,1075,2,537.5,2021
28173,438,1,438.0,2021
28174,185,1,185.0,2021
28202,63480,1,63480.0,2021
28223,184,1,184.0,2021
28227,767,1,767.0,2021
28301,20183,3,6727.666666666667,2021
28315,599,1,599.0,2021
28320,98,1,98.0,2021
28327,1933,3,644.3333333333334,2021
28328,1522,1,1522.0,2021
28329,829,1,829.0,2021
28334,1357,1,1357.0,2021
28337,1538,3,512.6666666666666,2021
28339,243,1,243.0,2021
28340,169,1,169.0,2021
28348,1363,1,1363.0,2021
28349,1612,2,806.0,2021
28353,1892,2,946.0,2021
28358,4364,1,4364.0,2021
28359,2772,1,2772.0,2021
28364,219,1,219.0,2021
28365,180,1,180.0,2021
28370,516,2,258.0,2021
28372,235,2,117.5,2021
28373,30,1,30.0,2021
28376,2167,2,1083.5,2021
28377,366,1,366.0,2021
28379,2635,1,2635.0,2021
28380,1197,1,1197.0,2021
28383,85,1,85.0,2021
28384,80,1,80.0,2021
28388,912,1,912.0,2021
28390,754,1,754.0,2021
28394,31,1,31.0,2021
28398,341,1,341.0,2021
28402,8080,1,8080.0,2021
28403,295,1,295.0,2021
28422,4124,1,4124.0,2021
28425,1689,2,844.5,2021
28428,418,1,418.0,2021
28429,3739,1,3739.0,2021
28431,196,1,196.0,2021
28439,36,1,36.0,2021
28445,356,2,178.0,2021
28451,668,1,668.0,2021
28453,6,1,6.0,2021
28459,358,1,358.0,2021
28460,68,1,68.0,2021
28461,406,3,135.33333333333334,2021
28462,78,1,78.0,2021
28463,253,1,253.0,2021
28465,367,2,183.5,2021
28466,296,1,296.0,2021
28468,162,1,162.0,2021
28469,47,1,47.0,2021
28472,683,1,683.0,2021
28480,273,1,273.0,2021
28502,2974,1,2974.0,2021
28512,256,3,85.33333333333333,2021
28513,280,1,280.0,2021
28515,672,1,672.0,2021
28516,1682,2,841.0,2021
28518,139,1,139.0,2021
28530,48,1,48.0,2021
28532,959,1,959.0,2021
28540,1086,1,1086.0,2021
28541,4163,1,4163.0,2021
28555,24,1,24.0,2021
28557,701,1,701.0,2021
28562,28,1,28.0,2021
28563,3968,2,1984.0,2021
28570,234,1,234.0,2021
28574,52,1,52.0,2021
28575,21,1,21.0,2021
28580,522,2,261.0,2021
28584,293,2,146.5,2021
28590,497,1,497.0,2021
28594,297,1,297.0,2021
28602,4105,2,2052.5,2021
28604,73,4,18.25,2021
28605,65,1,65.0,2021
28607,1267,2,633.5,2021
28608,244,1,244.0,2021
28613,736,1,736.0,2021
28619,3,1,3.0,2021
28621,429,1,429.0,2021
28630,410,1,410.0,2021
28638,217,1,217.0,2021
28640,496,2,248.0,2021
28642,284,1,284.0,2021
28645,3507,2,1753.5,2021
28655,2376,2,1188.0,2021
28657,379,2,189.5,2021
28658,3467,2,1733.5,2021
28659,285,1,285.0,2021
28668,3,1,3.0,2021
28675,97,1,97.0,2021
28681,1092,2,546.0,2021
28687,5613,2,2806.5,2021
28690,133,1,133.0,2021
28694,207,1,207.0,2021
28697,1742,2,871.0,2021
28711,442,1,442.0,2021
28712,944,2,472.0,2021
28713,520,2,260.0,2021
28714,289,2,144.5,2021
28716,413,1,413.0,2021
28719,695,1,695.0,2021
28722,620,2,310.0,2021
28723,196,1,196.0,2021
28732,434,1,434.0,2021
28734,1101,2,550.5,2021
28741,69,1,69.0,2021
28751,221,1,221.0,2021
28752,1898,2,949.0,2021
28753,361,1,361.0,2021
28761,5,1,5.0,2021
28771,397,1,397.0,2021
28773,11,1,11.0,2021
28774,1,1,1.0,2021
28777,16,1,16.0,2021
28779,1351,2,675.5,2021
28782,49,1,49.0,2021
28786,3123,2,1561.5,2021
28787,213,1,213.0,2021
28792,3828,2,1914.0,2021
28801,3532,1,3532.0,2021
28802,9661,1,9661.0,2021
28803,45,1,45.0,2021
28804,318,2,159.0,2021
28806,5,1,5.0,2021
28901,112,1,112.0,2021
28904,472,1,472.0,2021
28906,1818,2,909.0,2021
29003,700,3,233.33333333333334,2021
29006,591,1,591.0,2021
29009,17,1,17.0,2021
29010,940,3,313.3333333333333,2021
29016,107,24,4.458333333333333,2021
29018,28,1,28.0,2021
29020,1150,2,575.0,2021
29030,7,1,7.0,2021
29033,1645,1,1645.0,2021
29036,117,1,117.0,2021
29042,184,2,92.0,2021
29045,263,1,263.0,2021
29047,99,1,99.0,2021
29048,51,1,51.0,2021
29053,145,1,145.0,2021
29055,18,1,18.0,2021
29059,124,1,124.0,2021
29063,713,1,713.0,2021
29071,12242,2,6121.0,2021
29078,2347,1,2347.0,2021
29081,30,1,30.0,2021
29102,2640,3,880.0,2021
29108,1754,3,584.6666666666666,2021
29112,52,1,52.0,2021
29113,22,1,22.0,2021
29114,4,1,4.0,2021
29115,179,1,179.0,2021
29116,1714,1,1714.0,2021
29117,57,1,57.0,2021
29118,5358,2,2679.0,2021
29123,68,1,68.0,2021
29127,53,1,53.0,2021
29135,687,3,229.0,2021
29137,10,1,10.0,2021
29138,654,4,163.5,2021
29142,157,1,157.0,2021
29146,19,1,19.0,2021
29148,25,1,25.0,2021
29150,6698,2,3349.0,2021
29151,77,1,77.0,2021
29160,111,1,111.0,2021
29161,172,1,172.0,2021
29164,15,1,15.0,2021
29169,304,1,304.0,2021
29170,482,2,241.0,2021
29171,1908,1,1908.0,2021
29172,200,2,100.0,2021
29178,125,1,125.0,2021
29180,1158,3,386.0,2021
29201,9052,4,2263.0,2021
29204,20,1,20.0,2021
29206,986,1,986.0,2021
29208,639,1,639.0,2021
29221,7,6,1.1666666666666667,2021
29223,14580,1,14580.0,2021
29303,16,1,16.0,2021
29304,14732,2,7366.0,2021
29323,60,1,60.0,2021
29325,1165,2,582.5,2021
29330,124,1,124.0,2021
29334,317,1,317.0,2021
29336,77,1,77.0,2021
29340,1992,1,1992.0,2021
29342,1623,2,811.5,2021
29349,137,1,137.0,2021
29353,54,1,54.0,2021
29356,179,1,179.0,2021
29360,3540,3,1180.0,2021
29365,167,1,167.0,2021
29372,176,1,176.0,2021
29379,1947,3,649.0,2021
29385,273,1,273.0,2021
29388,262,1,262.0,2021
29403,7884,1,7884.0,2021
29405,3917,1,3917.0,2021
29406,7,1,7.0,2021
29409,53,1,53.0,2021
29410,916,1,916.0,2021
29418,107,1,107.0,2021
29419,14017,1,14017.0,2021
29423,21,1,21.0,2021
29424,94,1,94.0,2021
29425,253,1,253.0,2021
29432,52,1,52.0,2021
29435,93,1,93.0,2021
29438,53,1,53.0,2021
29440,985,1,985.0,2021
29442,1838,2,919.0,2021
29445,2057,1,2057.0,2021
29451,323,1,323.0,2021
29453,4,1,4.0,2021
29461,6129,3,2043.0,2021
29464,2164,1,2164.0,2021
29472,27,1,27.0,2021
29477,4359,2,2179.5,2021
29479,48,1,48.0,2021
29482,46,1,46.0,2021
29483,3304,1,3304.0,2021
29488,2810,3,936.6666666666666,2021
29501,4747,2,2373.5,2021
29503,108,1,108.0,2021
29506,4,1,4.0,2021
29510,95,1,95.0,2021
29511,38,1,38.0,2021
29512,1339,2,669.5,2021
29520,666,1,666.0,2021
29525,29,1,29.0,2021
29526,11864,3,3954.6666666666665,2021
29528,2169,2,1084.5,2021
29530,26,1,26.0,2021
29532,863,1,863.0,2021
29536,2553,3,851.0,2021
29540,3383,1,3383.0,2021
29541,5851,1,5851.0,2021
29550,27,1,27.0,2021
29551,1297,1,1297.0,2021
29554,47,1,47.0,2021
29555,47,1,47.0,2021
29556,1289,3,429.6666666666667,2021
29560,770,1,770.0,2021
29563,102,1,102.0,2021
29565,116,1,116.0,2021
29569,312,1,312.0,2021
29570,213,1,213.0,2021
29571,896,1,896.0,2021
29574,1088,3,362.6666666666667,2021
29575,420,1,420.0,2021
29577,7405,1,7405.0,2021
29581,16,1,16.0,2021
29582,2470,2,1235.0,2021
29583,55,1,55.0,2021
29585,8,1,8.0,2021
29591,2,1,2.0,2021
29593,16,1,16.0,2021
29601,23794,2,11897.0,2021
29606,108,2,54.0,2021
29620,934,2,467.0,2021
29621,47,1,47.0,2021
29624,4051,1,4051.0,2021
29625,8409,1,8409.0,2021
29627,225,1,225.0,2021
29628,56,1,56.0,2021
29630,242,1,242.0,2021
29631,865,1,865.0,2021
29634,353,1,353.0,2021
29639,46,1,46.0,2021
29641,1923,1,1923.0,2021
29644,705,1,705.0,2021
29646,2068,2,1034.0,2021
29648,3018,3,1006.0,2021
29649,49,1,49.0,2021
29650,1901,1,1901.0,2021
29651,74,1,74.0,2021
29654,316,1,316.0,2021
